co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,air_emissions_sox_nox_pm,land_area_affected,biodiversity_protection_actions,fsc_pefc_certified_sourcing,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,green_product_revenue,green_buildings_area,resource_efficiency_index,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,recyclable_packaging_share,toxic_spills,waste_recycled_share,water_withdrawal,emf_exposure,gmo_products,ods_emissions,safety_transparency_trials,collective_bargaining_coverage,fair_wage_gap,community_investment,health_impact_score,csr_contribution,customer_satisfaction_score,hiv_program_coverage,human_rights_violations,diversity_representation,child_labor_compliance,indigenous_consent_verification,access_to_services,healthcare_access_employees,animal_welfare_compliance,training_hours,turnover_rate,injury_frequency_rate,contract_compliance,union_membership,product_safety_compliance,responsible_marketing_compliance,supplier_audits,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,green_financing,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,privacy_compliance,financial_inclusion,global_compact_membership,shareholder_rights_score,site_closure_plan,tax_transparency_reporting,lobby_spending,systemic_risk_level,market_price_share,market_value_equity,majority_shareholder_shares,minority_shareholder_shares,outstanding_shares,largest_shareholder_pct,majority_shareholder_pct,minority_shareholder_pct,total_shares,military_connection_risk_head,asset_growth_pct,birthdate_risk_head,capital_expenditure,capital_intensity_fixed_asset,cash_and_equivalent,cash_dividend,cash_holding,cash_turnover,operation_complexity,current_ratio,debt_to_equity_ratio,depreciation,dividend_payout_ratio,dividend_per_share,eps,earnings_after_tax,ebit,earnings_quality,financial_expenses,goodwill,gross_sales,human_capital_cost,income_tax,intangible_assets,lag_inventory,lag_net_sales,ln_cash_equivalent,market_price_high,market_price_low,market_price_open,net_inventory,net_sales,net_working_capital,pe_ratio,retained_earnings,times_interest_earned,tobins_q,z1,z2,z3,z4,z5,incorporation_year,ipo_year,num_business_segments,num_employee,reporting_year,nace,asset_turnover,capital_intensity,cash_ratio,debt_maturity,debt_to_asset_ratio,operating_leverage,eat_growth,fixed_asset_intensity,gross_profit_margin,lag_cf_operating,net_cf_investing,net_cf_operating,net_profit_margin,pbv,quick_ratio,roa_eat,solvency_ratio,account_receivable,current_asset,current_liabilities,fixed_asset,inventory_turnover,lag_market_price,lag_total_asset,non_current_asset,roe_eat,total_asset,total_debt,total_equity
13.08,44.13,1.0,0.0,,,0.0,,1.0,63.2,52.68,0.0,97.63,50.45,7.84,53.93,68.35,33.24,49.92,23.63,,56.67,61.13,,,,,10.27,49.785,55.23,51.85,26.76,81.52,45.74,38.0,47.63,1.0,1.0,93.31,60.75,,35.04,69.9,38.07,1.0,31.53,40.51,0.0,1.0,1.0,51.35,51.385,0.0,98.47,64.29,0.0,48.79,22.0,35.0,46.0,1.0,97.21,0.0,61.96,,1.0,32.4,,745033.38,68543.58,58510.85,456762.57,785404.93,687695.44,523439.65,199696.41,694580.52,,9948.2577,,299091.56,,394160.81,897197.66,743920.75,,,2.14,2.008,432738.2,537885.17,264936.84,599717.63,490973.62,948373.34,2.024,697195.64,336635.05,,429094.04,659967.79,499025.73,,,952961.9,372931.18,617535.44,554664.91,,,784944.57,3.938,91428.57,2.553,,,,,,,1988.0,1999.0,805955.58,198370.82,1960.0,,,,0.121,92704.51,1.38,,269418.99,,,,744656.93,425644.7,488012.35,0.28,2.578,402333.09,1.747,928558.12,404450.88,616506.15,95344.85,,420272.21,656676.67,977711.85,703677.86,362703.96,620911.23,567039.37
98.98969999999998,46.64,1.0,0.0,,,1.0,,0.0,83.78,50.18,1.0,81.44,35.26,59.95,47.92,74.87,68.5,1.97,42.88,,12.61,90.91,,,,,0.9201,69.71,4.98,50.629999999999995,7.39,50.32,28.72,21.0,43.43,1.0,1.0,77.15,48.36,,72.01,17.71,32.55,1.0,29.04,65.71,0.0,0.0,0.0,51.35,54.83,1.0,27.57,85.49,1.0,88.74,7.0,8.0,24.0,0.0,96.59,0.0,95.37,,1.0,8.95,,505046.54,893862.66,453596.1,370206.62,81513.1,495903.84,19042.35,503910.92000000004,758135.8,,127489.06,,480452.71,,304330.37,515722.68,756212.84,,,1.674,4.92998,804038.98,492682.57,484149.47,229694.63,267170.88,441470.32,0.419,947541.8,59241.0,,247482.59,691527.06,937007.76,,,387589.95,25120.58,955391.31,231344.35,,,91717.9,4.289,704682.39,4.166,,,,,,,1997.0,2015.0,429084.29,544039.8,1952.0,,,,3.587,268634.27,4.903,,505898.69,,,,574495.79,741540.82,859847.17,4.268,2.964,472711.57,1.046,115581.79,227331.36,421744.97,784692.65,,434540.13,721952.2,11799.386100000002,580778.49,322666.83,347266.8,690154.2
50.075,98.88939999999998,0.0,0.0,,,1.0,,1.0,46.63,52.64,0.0,58.56,15.57,47.4,4.27,21.5,27.96,69.94,32.78,,18.34,42.62,,,,,66.48,74.2,38.91,50.629999999999995,67.9,14.36,50.68,22.0,48.44,0.0,1.0,56.39,23.4,,86.8,25.29,48.91,1.0,77.25,49.57,0.0,0.0,1.0,57.38,24.93,0.0,64.95,36.28,0.0,89.59,32.0,40.0,30.0,1.0,50.94,1.0,44.28,,1.0,52.13,,452943.38,628038.47,888352.69,989207.8667,562964.93,919474.04,882043.62,772340.69,69547.96,,152861.19,,732537.91,,133637.96,497080.13,298506.44,,,2.35,2.5,125028.87,72863.51,623103.38,853326.43,133115.27,362946.1,1.99,853272.62,504752.73,,374619.26,630933.94,499025.73,,,104427.63,506129.45,748270.3,725952.83,,,394070.23,2.52,215794.9,1.655,,,,,,,1973.0,1962.0,460437.95,562398.99,1969.0,,,,3.527,757169.45,4.55,,277760.09,,,,477748.29,508526.035,313086.28,1.012,2.177,934165.05,0.485,54840.83,496741.705,960252.25,499741.32,,387814.93,273751.79,419675.97,242535.31,486632.28,765857.37,658222.13
28.99,16.66,0.0,1.0,,,1.0,,1.0,6.74,81.53,0.0,36.79,14.41,86.52,40.95,73.61,8.82,52.94,86.35,,3.48,35.24,,,,,73.84,66.22,45.59,69.54,54.15,50.32,92.1,33.0,49.165000000000006,1.0,0.0,27.74,48.36,,50.44,5.76,41.36,0.0,25.56,92.66,1.0,1.0,0.0,85.46,76.71,0.0,14.28,51.49,0.0,30.24,18.0,37.0,7.0,0.0,25.71,1.0,3.78,,1.0,42.95,,684326.21,82591.38,86727.85,678067.64,517283.315,495903.84,524399.59,837340.64,928923.94,,199070.58,,570683.27,,484254.8,11974.3751,238207.69,,,0.234,3.357,448931.26,499332.72,986736.521,25301.58,675175.31,15728.03,2.402,981447.91,360002.76,,969675.17,416703.82,622914.29,,,948889.03,199564.67,671511.56,517473.54,,,138795.85,2.242,598026.53,2.68,,,,,,,1988.0,2015.0,383855.54,683250.05,2013.0,,,,1.595,709400.42,4.258,,312303.09,,,,497281.14,413022.89,838537.37,2.33,2.895,257512.58,0.498,518124.91,537981.16,835752.42,436206.28,,972716.51,272238.15,402064.69,359198.41,328455.56,751218.61,341565.13
16.95,2.86,0.0,0.0,,,0.0,,0.0,20.57,49.81,0.0,48.31,53.06,15.27,25.52,4.01,92.0,53.51,5.04,,98.87899999999998,43.77,,,,,78.37,48.67,51.88,38.14,7.34,41.71,9.48,9.0,1.41,1.0,0.0,83.09,11.6,,13.88,60.84,15.89,0.0,98.7293,76.34,1.0,0.0,0.0,51.35,85.5,0.0,49.56,53.22,1.0,3.17,46.0,17.0,31.0,0.0,48.97,1.0,60.82,,0.0,71.85,,105400.08,507706.45,350863.02,634753.91,426284.35,495903.84,502812.9,767707.13,602989.14,,155239.74,,780505.77,,322096.87,497080.13,972101.68,,,2.493,0.269,719076.65,111855.12,808902.59,721197.36,165500.0,945534.02,0.335,594888.28,504752.73,,287791.98,707659.83,863081.86,,,7501.69,378059.85,490137.1,261419.9,,,31093.85,3.087,462647.94,2.421,,,,,,,2016.0,2021.0,869423.9,961539.57,1976.0,,,,1.62,100797.49,4.908,,961895.9,,,,312711.3,354554.66,470283.66000000003,0.746,3.538,176151.53,4.311,230819.45,135080.88,485198.365,656904.55,,888948.72,162672.04,455059.82,871189.94,25470.84,116781.76,195249.04
61.82,50.39,1.0,1.0,,,0.0,,1.0,23.69,56.19,1.0,45.99,67.43,97.87,48.87,14.5,95.77,8.02,5.61,,66.13,29.25,,,,,92.59,24.93,16.5,67.95,91.23,58.19,11.65,25.0,49.165000000000006,1.0,0.0,91.13,11.35,,61.36,56.88,48.81,1.0,72.79,96.54,0.0,0.0,0.0,13.69,76.62,1.0,13.64,48.355000000000004,0.0,67.75,35.0,25.0,24.0,1.0,94.73,1.0,71.69,,1.0,53.51,,188147.3,916178.95,899229.36,388775.28,517283.315,334005.96,151793.78,33818.68,51997.82,,423654.56,,589134.89,,41830.54,230073.47,841688.43,,,2.671,1.757,382359.98,492682.57,585752.4,49826.1,323636.68,931834.38,3.858,64293.42,409666.1,,495687.42,806211.21,509250.54,,,49329.72,506129.45,529767.99,887807.44,,,505889.73,0.453,470543.13,0.364,,,,,,,1983.0,1987.0,158590.69,661728.85,2024.0,,,,0.327,492933.21499999997,0.059,,585795.59,,,,584579.92,726782.68,177534.07,2.485,3.64,379503.55,3.303,820194.39,234408.28,210823.05,224923.56,,719373.22,352140.21,875254.0,329895.77,948571.41,860843.3,405270.49
70.84,24.16,1.0,0.0,,,1.0,,0.0,90.09,50.18,1.0,76.77,77.63,49.45,76.77,79.8,89.15,43.86,14.76,,24.65,49.94,,,,,30.57,92.39,74.21,66.12,44.17,61.27,70.56,1.0,10.65,0.0,0.0,1.15,31.65,,27.06,45.81,56.65,0.0,49.504999999999995,33.58,0.0,1.0,1.0,20.15,2.53,1.0,49.56,37.42,0.0,94.57,22.0,23.0,35.0,1.0,4.83,0.0,75.91,,0.0,84.93,,458920.47,510779.07,485790.92,408247.04,524505.99,560183.74,75636.61,682410.84,988224.33,,638744.36,,616848.15,,493047.46,213941.79,498864.75,,,1.657,4.24,520648.96,774233.24,273805.23,170222.05,742012.52,905438.39,0.461,37534.19,504752.73,,362287.15,922927.71,745113.14,,,973721.13,969527.83,774978.21,485865.21,,,555740.73,0.125,240742.49,1.129,,,,,,,1965.0,2023.0,505073.67000000004,498574.805,1964.0,,,,1.857,20821.56,2.443,,559775.69,,,,474178.7,302327.08,470283.66000000003,4.318,1.064,509563.385,3.899,495445.955,795788.11,659248.83,499741.32,,484413.61,249168.67,440827.84,220020.62,267956.15,798765.99,466808.93
21.53,48.05,0.0,0.0,,,1.0,,0.0,91.49,42.08,0.0,14.28,50.45,79.63,42.78,50.05,50.24,19.35,37.62,,98.87899999999998,83.13,,,,,49.855000000000004,30.82,40.0,18.31,58.08,32.35,2.09,19.0,55.03,0.0,0.0,61.14,42.59,,15.83,50.82,51.33,1.0,76.67,49.57,1.0,1.0,1.0,7.57,72.28,1.0,43.2,38.1,0.0,62.51,26.0,23.0,15.0,1.0,16.56,1.0,41.38,,1.0,96.48,,862580.42,498259.21,366773.14,968936.51,118214.79,507075.89,502812.9,189701.3,492763.49,,502303.19,,8458.514700000002,,641281.59,497080.13,498864.75,,,0.4,1.561,515157.29000000004,370916.62,821148.8,986560.8692999998,88231.24,501394.55,0.885,504882.74,261895.99,,141887.01,146587.75,837057.46,,,558161.03,506150.47,200397.83,443411.9,,,331107.52,3.775,527086.96,1.581,,,,,,,1982.0,1985.0,441719.72,95867.37,2001.0,,,,1.172,122755.16,0.316,,899058.43,,,,497281.14,209664.31,80802.93,3.491,4.473,747765.27,4.755,495445.955,345458.1,725661.92,625814.07,,81232.23,708637.96,581554.64,557545.75,480818.79,171481.73,275819.93
56.58,70.19,0.0,0.0,,,0.0,,1.0,49.53,84.72,1.0,1.42,81.62,78.37,45.8,1.72,77.75,65.63,24.19,,9.25,22.24,,,,,30.37,3.72,83.26,35.31,20.4,52.47,51.23,34.0,43.98,1.0,1.0,24.88,96.83,,41.17,1.3001,36.97,1.0,40.99,11.3,1.0,0.0,0.0,68.61,51.385,0.0,98.6499,10.35,0.0,89.12,13.0,6.0,8.0,0.0,76.77,0.0,12.02,,1.0,52.13,,186091.74,450812.35,240869.36,473677.17,865416.75,668747.94,569346.36,40895.22,492763.49,,136312.47,,710312.29,,521866.3,200044.59,913204.05,,,1.987,2.79,773712.58,952594.86,986736.521,749275.56,500253.63,674686.67,2.4495,985065.36,598190.29,,794786.53,307255.9,183552.99,,,866619.32,247279.77,791709.08,110889.29,,,687963.92,3.292,777549.43,1.443,,,,,,,1988.0,2014.0,505073.67000000004,388210.25,1993.0,,,,2.523,495545.72,0.363,,601210.87,,,,706096.5,203128.72,810514.78,2.485,3.625,95059.6,2.294,880945.13,955258.48,334748.06,499741.32,,723161.84,922632.52,95405.23,509343.88,439668.85,257394.44,158698.99
56.84,51.48,0.0,1.0,,,0.0,,0.0,35.05,50.18,1.0,14.52,30.96,22.17,31.14,50.05,33.37,51.019999999999996,19.74,,65.69,31.71,,,,,39.57,37.79,37.11,72.06,20.91,22.1,8.59,19.0,85.86,0.0,1.0,95.8,2.71,,94.67,3.48,31.29,0.0,11.52,39.45,0.0,0.0,1.0,45.99,61.02,0.0,40.65,43.17,1.0,48.96,1.0,29.0,24.0,1.0,48.92,1.0,53.18,,1.0,35.07,,426207.38,507706.45,975293.38,726586.92,720954.05,473548.79,868885.76,764178.22,349505.5,,401490.79,,467627.22,,94210.83,11974.3751,256899.03,,,2.493,0.397,515157.29000000004,871723.17,280402.33,409464.09,640045.85,482979.1,1.499,221032.55,247425.37,,42973.31,556800.58,987658.3780999999,,,459144.12,565229.23,258581.63,622290.08,,,410103.81,1.449,636230.5,2.318,,,,,,,1996.0,1987.0,106204.35,445900.98,1959.0,,,,2.523,338081.32,1.667,,505898.69,,,,831938.8,54499.63,470283.66000000003,0.676,2.578,105168.03,1.744,424525.06,98312.46,725154.19,499741.32,,36650.48,501735.02,430118.31,987881.7853,224120.61,129152.11,571970.79
48.73,50.39,0.0,0.0,,,0.0,,0.0,45.33,9.88,1.0,28.13,50.45,49.45,44.74,16.38,35.83,26.66,88.49,,26.92,74.68,,,,,49.855000000000004,63.16,64.95,18.57,49.14,87.27,48.63,43.0,85.13,1.0,0.0,8.98,48.36,,88.73,26.99,68.52,0.0,7.77,92.59,1.0,1.0,1.0,80.77,72.9,1.0,68.44,48.355000000000004,0.0,75.91,24.0,12.0,25.0,1.0,52.92,0.0,21.4,,0.0,95.69,,656354.94,782713.15,339271.33,173990.25,517283.315,495903.84,607714.73,183987.06,98958.16,,143458.18,,490385.145,,989201.6393999999,836200.39,793726.12,,,4.881,4.656,344262.98,186411.15,403451.58,332968.87,117887.8,663608.32,1.894,504882.74,274194.54,,204778.26,941386.91,107722.12,,,69772.79,48776.42,885490.01,14788.0815,,,305180.68,4.726,270362.74,3.335,,,,,,,1968.0,1991.0,455621.3,785720.94,2000.0,,,,4.272,538919.95,2.004,,381096.03,,,,416311.37,805910.11,83369.66,1.572,2.578,509563.385,3.433,71481.83,486712.21,779578.04,772050.44,,517035.79,656969.36,493954.66000000003,753935.1,911706.96,638697.86,300714.51
27.23,75.34,0.0,0.0,,,1.0,,1.0,7.98,84.33,1.0,2.99,52.94,55.83,7.0,59.0,63.1,5.22,98.26,,24.48,39.52,,,,,49.855000000000004,57.28,18.68,15.3,56.8,92.54,11.29,46.0,49.165000000000006,0.0,0.0,87.03,33.38,,52.68,53.42,30.12,0.0,28.52,30.5,1.0,0.0,0.0,51.35,22.31,1.0,4.13,16.67,1.0,20.32,10.0,23.0,9.0,1.0,91.37,1.0,51.16,,0.0,32.35,,271177.95,253505.37,18729.05,708532.86,590836.32,55177.72,408472.53,484959.37,492763.49,,983632.59,,51794.49,,423646.0,351880.21,653598.75,,,1.367,1.171,733028.84,782170.66,457601.06,80120.53,534457.92,501394.55,0.24,259574.95,336690.26,,962608.62,847319.17,499025.73,,,630509.89,151907.92,801781.59,889750.0,,,486775.02,2.495,469972.56,4.353,,,,,,,1988.0,2019.0,437108.13,688978.29,1987.0,,,,3.714,420665.3,3.231,,491768.9,,,,21700.51,471189.89,876211.99,3.935,0.1,882762.35,1.93,158168.61,496741.705,316184.97,155672.58,,600168.62,24830.7,448868.09,916775.56,715278.19,62171.32,224666.98
50.075,28.35,0.0,0.0,,,1.0,,0.0,33.19,46.99,0.0,49.685,45.23,23.83,1.99,56.89,66.97,98.7599,40.83,,12.66,15.26,,,,,19.51,54.03,41.05,33.14,23.51,50.32,18.79,38.0,43.93,0.0,1.0,61.35,48.36,,7.15,68.16,48.91,1.0,72.86,33.78,1.0,0.0,1.0,48.45,46.68,1.0,44.08,38.94,1.0,60.37,1.0,4.0,24.0,0.0,0.8301,0.0,90.03,,0.0,2.44,,570874.13,507706.45,947149.22,369285.26,775590.03,614723.48,714992.51,802296.48,885658.56,,633518.18,,339683.02,,399294.42,929244.35,242134.16,,,0.646,2.5,666310.74,292555.67,338542.24,986560.8692999998,737721.69,765166.37,2.862,173214.05,821569.55,,750965.79,474587.38,499025.73,,,436473.67,704301.38,692515.33,322756.65,,,21713.15,3.315,964311.37,4.157,,,,,,,1984.0,1985.0,505073.67000000004,498574.805,1987.0,,,,1.103,473223.75,1.806,,505898.69,,,,900379.24,508526.035,470283.66000000003,0.449,1.565,27923.7,3.496,985051.7,383544.61,404430.4,321844.16,,682078.77,163275.24,247006.26,501212.11,770998.75,29201.86,652536.13
55.28,80.08,0.0,0.0,,,1.0,,0.0,1.2201,25.61,1.0,49.685,62.53,33.68,89.77,44.12,3.57,69.46,19.38,,48.61,60.61,,,,,85.12,6.16,76.97,18.47,69.94,71.74,63.25,46.0,64.37,0.0,0.0,51.89,36.32,,29.11,33.24,61.74,1.0,91.45,60.04,0.0,1.0,1.0,51.35,5.94,1.0,95.14,48.355000000000004,1.0,95.34,18.0,46.0,16.0,1.0,51.16,0.0,83.6,,0.0,3.52,,310517.67,227909.74,373965.3,113126.93,671760.35,312436.03,502789.73,409003.21,247118.33,,940422.06,,630650.65,,482427.88,724196.2,387445.61,,,2.967,0.044100000000000014,927429.55,695083.18,986736.521,222041.75,927321.33,238347.81,2.4495,414962.86,150524.94,,102625.78,444342.45,788838.48,,,566691.55,552156.56,221771.04,521625.26,,,816856.81,4.035,748969.75,4.289,,,,,,,2017.0,1975.0,214263.73,688057.11,1987.0,,,,1.981,890113.62,4.184,,872533.12,,,,212912.03,588319.07,470283.66000000003,3.677,1.312,402016.88,3.887,732807.13,283873.68,886414.56,499741.32,,44860.61,501735.02,946007.2,987881.7853,965637.52,53161.55,496507.32
23.98,21.3,1.0,0.0,,,1.0,,0.0,77.18,79.67,1.0,31.31,96.04,9.92,88.14,28.34,69.86,86.6,36.23,,45.42,21.41,,,,,43.86,15.09,98.85909999999998,6.97,87.67,40.61,50.68,3.0,70.3,0.0,0.0,15.51,70.05,,50.44,40.59,31.77,1.0,6.32,37.0,1.0,0.0,0.0,51.35,51.385,0.0,31.66,13.51,0.0,59.68,14.0,43.0,24.0,0.0,90.52,0.0,69.62,,1.0,52.13,,312805.47,429033.66,39980.83,473677.17,517283.315,308680.79,243708.62,386698.04,695437.21,,149401.27,,801261.84,,724467.72,61912.54,579229.02,,,1.541,0.494,193917.61,8279.788500000002,426665.5,552670.23,761008.45,799629.73,3.616,915768.6,287992.86,,422736.13,922563.45,401396.41,,,118188.3,843668.38,854810.85,750090.65,,,945872.94,2.495,522682.79,3.189,,,,,,,1957.0,1975.0,546794.09,957163.61,1966.0,,,,3.214,945352.27,2.084,,53139.06,,,,497552.15,431836.95,470283.66000000003,2.363,1.942,838522.04,1.247,602403.73,149336.95,485198.365,989808.6508,,777401.21,229705.29,656165.37,867761.78,772866.31,525061.73,216798.15
10.2,50.39,0.0,0.0,,,0.0,,1.0,13.36,82.37,0.0,27.27,1.0601,61.51,38.13,33.26,83.96,46.82,44.62,,40.61,13.41,,,,,49.855000000000004,59.77,17.6,60.01,94.11,51.08,6.45,25.0,49.165000000000006,0.0,0.0,77.69,48.36,,9.15,14.98,25.53,0.0,96.77,56.3,0.0,1.0,0.0,90.95,98.31,0.0,7.75,22.13,0.0,8.28,41.0,48.0,35.0,1.0,40.82,0.0,2.24,,1.0,49.89,,21809.92,193084.7,114310.67,619440.05,835606.1,939914.83,404136.91,484416.02,101893.48,,63127.83,,487360.05,,493047.46,178328.34,726746.07,,,2.912,0.791,124901.52,971338.01,596388.6,22892.18,510162.85,501394.55,3.177,545911.82,358003.38,,495687.42,404966.55,566303.18,,,112808.77,720555.44,142292.83,572039.94,,,379434.84,3.631,804737.2,0.073,,,,,,,1965.0,2015.0,105060.03,48046.5,1968.0,,,,4.303,25723.17,2.473,,39329.61,,,,198244.89,97369.7,731051.86,4.451,0.921,509563.385,2.192,597192.45,798521.74,204913.58,546372.73,,542048.07,194413.54,480300.55,664402.3,639070.61,762977.67,987913.9357999999
28.48,68.54,0.0,1.0,,,1.0,,1.0,34.35,9.55,1.0,19.89,85.08,16.73,61.13,42.75,1.2,52.23,18.47,,72.97,86.37,,,,,24.8,49.785,79.02,57.34,56.28,44.19,8.54,17.0,49.165000000000006,1.0,0.0,38.06,29.52,,12.97,39.37,48.91,1.0,2.29,82.44,0.0,0.0,0.0,21.23,44.7,1.0,61.37,29.53,0.0,60.34,3.0,38.0,9.0,0.0,84.62,1.0,7.91,,1.0,17.19,,948688.82,496952.06,842067.8,898822.51,572285.46,316335.08,133909.91,930080.53,902888.12,,827113.05,,228213.49,,408304.32,398539.38,263016.93,,,1.353,1.892,321473.03,272015.97,721304.87,457278.12,304134.25,944109.63,3.815,662305.89,580377.39,,778247.98,474587.38,198147.71,,,475756.91,115378.03,769265.06,982829.95,,,939585.26,3.046,527086.96,4.05,,,,,,,1999.0,1979.0,505073.67000000004,325832.09,1988.0,,,,2.523,671727.6,0.807,,288572.0,,,,15041.608,78417.15,495155.75,1.814,2.578,509563.385,3.694,807810.6,939880.07,437935.88,567763.63,,234343.1,571656.9,720961.91,232546.72,767520.33,43781.52,496507.32
34.51,32.44,1.0,0.0,,,1.0,,1.0,12.49,55.85,0.0,49.685,90.48,5.44,48.87,31.31,13.48,47.63,53.34,,48.61,43.56,,,,,53.16,17.37,43.01,57.78,67.23,92.54,66.85,25.0,12.29,0.0,1.0,29.18,8.77,,50.44,56.06,48.91,0.0,7.87,50.09,1.0,0.0,1.0,16.45,64.3,1.0,97.56,48.355000000000004,1.0,16.51,23.0,23.0,26.0,0.0,10.65,1.0,89.67,,1.0,74.86,,145244.38,744795.64,485790.92,286866.77,384890.64,898626.87,135665.19,452591.95,723901.67,,503081.47,,670439.15,,228243.08,512562.09,297516.84,,,4.454,3.571,144771.47,524245.28,484149.47,64265.22,564717.28,326205.64,1.653,169628.05,54174.75,,449607.54,291001.55,292759.17,,,473732.72,289277.91,482299.81,441081.2,,,491173.85,2.63,719604.19,0.666,,,,,,,1951.0,1994.0,692538.4,624844.86,2016.0,,,,0.873,379433.59,4.779,,363187.86,,,,631017.33,588893.77,947444.15,0.544,2.975,123743.74,0.583,657258.42,853765.3,485198.365,343126.52,,550631.28,277983.8,493954.66000000003,516191.19,966401.77,787436.88,856337.1
50.075,44.38,0.0,0.0,,,1.0,,0.0,58.77,14.57,1.0,45.09,98.8099,49.11,64.07,27.84,77.07,95.84,98.51,,19.77,49.94,,,,,61.11,62.9,16.78,39.64,61.25,90.97,34.28,25.0,58.17,0.0,0.0,51.39,90.96,,88.5,94.45,29.06,1.0,1.19,62.11,1.0,0.0,1.0,14.19,85.09,0.0,62.29,48.355000000000004,1.0,93.62,45.0,42.0,44.0,1.0,83.29,0.0,54.33,,1.0,9.95,,771279.77,583222.63,485790.92,914387.29,434058.47,272399.67,542627.5,434962.03,356399.05,,502303.19,,825363.45,,493047.46,497080.13,682843.47,,,1.027,3.333,504986.65,503568.76,332025.4,491922.39,316792.89,647899.87,4.883,674024.26,335366.1,,551321.41,923206.57,190530.21,,,630469.49,236380.51,427786.36,680365.0,,,913571.93,2.495,644861.39,2.917,,,,,,,1996.0,1987.0,505073.67000000004,902086.22,2017.0,,,,1.621,619464.61,1.87,,157020.98,,,,440003.01,651690.48,219621.57,3.72,4.65,300302.73,0.283,229297.34,667961.37,722056.9,110651.63,,861993.46,864339.33,493954.66000000003,97091.16,311858.72,575558.28,579137.76
23.75,22.12,0.0,0.0,,,1.0,,0.0,48.11,93.98,0.0,82.63,10.95,97.15,20.31,40.45,40.74,98.33,31.27,,86.12,81.47,,,,,53.28,34.1,36.17,61.94,11.08,50.32,5.02,33.0,97.21,1.0,0.0,57.57,71.13,,82.48,15.12,28.91,1.0,8.37,79.94,0.0,1.0,1.0,37.77,69.12,1.0,1.01,74.59,1.0,93.76,24.0,34.0,24.0,1.0,28.56,0.0,71.23,,1.0,40.39,,505046.54,618484.51,61872.17,701783.48,363840.8,367906.25,405941.81,503910.92000000004,492763.49,,598863.22,,650089.58,,398838.67,106615.81,34228.08,,,4.913,3.851,351170.99,122502.72,981620.96,356737.92,490973.62,869567.22,2.62,895141.5,192655.29,,981189.72,749695.41,365927.95,,,914890.58,75215.4,534392.75,14788.0815,,,93031.7,3.358,423866.74,0.653,,,,,,,2013.0,2003.0,767151.29,36179.51,1960.0,,,,3.007,761786.16,2.079,,452012.54,,,,959910.58,253886.0,793235.22,1.754,1.46,988958.1114999999,4.416,85886.04,760213.81,45136.13,545252.75,,128898.02,32623.58,875576.85,471179.34,486632.28,58362.35,195614.79
50.075,42.88,1.0,0.0,,,0.0,,0.0,44.5,14.37,0.0,70.3,58.32,6.65,38.23,10.81,11.52,34.96,10.78,,48.61,64.35,,,,,65.54,72.03,90.31,41.43,53.36,50.32,82.48,40.0,16.31,0.0,1.0,68.69,90.73,,4.46,9.13,48.82,0.0,62.19,49.57,0.0,1.0,0.0,74.1,92.06,1.0,77.65,48.355000000000004,1.0,35.55,45.0,23.0,12.0,0.0,50.94,0.0,93.01,,0.0,32.17,,131190.82,608034.42,880974.38,840987.34,908963.21,115357.04,521755.64,523708.64,394530.65,,383786.79,,384391.61,,493047.46,497080.13,362610.77,,,3.183,1.775,455132.77,128953.69,484149.47,617521.76,377512.69,842142.81,0.637,662444.83,927665.9,,876932.07,986691.3341,296582.09,,,391664.27,247103.6,356176.76,623411.64,,,831946.62,4.554,680993.0,0.5,,,,,,,1998.0,1967.0,745116.87,548208.07,1987.0,,,,0.651,515685.59,2.443,,652596.89,,,,858870.98,626589.38,470283.66000000003,0.03703,1.479,509563.385,4.95198,658772.46,494727.6,784720.35,499741.32,,82873.6,948813.4,73396.54,850916.42,263490.89,708469.83,192092.67
8.44,50.39,1.0,0.0,,,1.0,,1.0,82.01,3.81,0.0,38.96,11.88,22.82,82.71,25.13,63.46,51.019999999999996,47.71,,93.27,33.4,,,,,98.96979999999999,49.785,50.48,89.09,63.47,50.32,64.49,23.0,49.165000000000006,0.0,1.0,49.76,40.74,,79.53,91.37,70.58,1.0,75.0,69.21,1.0,0.0,0.0,63.51,94.17,0.0,44.01,98.9797,1.0,48.96,28.0,47.0,24.0,0.0,97.25,0.0,77.28,,1.0,82.89,,95754.51,167110.12,84944.67,176550.92,260332.02,628861.21,758052.96,901528.91,902228.75,,278194.6,,63303.87,,956910.63,972365.62,324049.5,,,4.366,0.537,820727.4,864345.07,199733.61,680184.88,254913.47,408930.02,1.282,504882.74,48820.41,,327976.12,963792.4,427530.48,,,495266.865,613474.19,83613.69,507098.24,,,586789.86,1.495,105069.21,1.235,,,,,,,1987.0,2020.0,482794.66,540405.62,1999.0,,,,2.697,490341.39,2.69,,505898.69,,,,497281.14,508526.035,984114.02,4.704,2.578,412760.42,1.317,546824.11,989055.9310999999,301579.67,499741.32,,750629.34,410608.05,666896.27,68491.32,486632.28,666835.27,496620.49
