config_id,dataset,variable_set,mode,constraint_mode,seed,epochs,threshold,sparsity_strength,l1_lambda,backend,status,error_message,runtime_seconds,edge_count,edge_count_true,graph_density,f1_directed,precision,recall,shd,violations,forbidden_constraints_passed,required_constraints_passed,constraint_cells_changed,raw_weights_path,final_adjacency_path
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,45,20,0.3,current,0.05,causica_native,success,,22.4945,34,53,0.04187192118226601,0.20689655172413793,0.2647058823529412,0.16981132075471697,69,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed45_ep20_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed45_ep20_spcurrent_varsreduced_unconstrained\ablation_final_thr0.300.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,45,20,0.35,current,0.05,causica_native,success,,22.4945,28,53,0.034482758620689655,0.14814814814814814,0.21428571428571427,0.11320754716981132,69,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed45_ep20_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed45_ep20_spcurrent_varsreduced_unconstrained\ablation_final_thr0.350.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,46,20,0.25,current,0.05,causica_native,success,,22.81,53,53,0.06527093596059114,0.2830188679245283,0.2830188679245283,0.2830188679245283,76,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed46_ep20_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed46_ep20_spcurrent_varsreduced_unconstrained\ablation_final_thr0.250.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,46,20,0.3,current,0.05,causica_native,success,,22.81,40,53,0.04926108374384237,0.30107526881720426,0.35,0.2641509433962264,65,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed46_ep20_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed46_ep20_spcurrent_varsreduced_unconstrained\ablation_final_thr0.300.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,46,20,0.35,current,0.05,causica_native,success,,22.81,30,53,0.03694581280788178,0.3132530120481928,0.43333333333333335,0.24528301886792453,57,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed46_ep20_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed46_ep20_spcurrent_varsreduced_unconstrained\ablation_final_thr0.350.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,42,20,0.25,current,0.05,causica_native,success,,23.1712,53,53,0.06527093596059114,0.43396226415094347,0.4339622641509434,0.4339622641509434,60,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed42_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed42_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.250.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,42,20,0.3,current,0.05,causica_native,success,,23.1712,49,53,0.0603448275862069,0.4509803921568628,0.46938775510204084,0.4339622641509434,56,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed42_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed42_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.300.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,42,20,0.35,current,0.05,causica_native,success,,23.1712,42,53,0.05172413793103448,0.48421052631578954,0.5476190476190477,0.4339622641509434,49,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed42_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed42_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.350.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,43,20,0.25,current,0.05,causica_native,success,,22.6099,55,53,0.06773399014778325,0.5555555555555556,0.5454545454545454,0.5660377358490566,48,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed43_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed43_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.250.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,43,20,0.3,current,0.05,causica_native,success,,22.6099,48,53,0.059113300492610835,0.594059405940594,0.625,0.5660377358490566,41,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed43_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed43_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.300.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,43,20,0.35,current,0.05,causica_native,success,,22.6099,46,53,0.05665024630541872,0.5858585858585859,0.6304347826086957,0.5471698113207547,41,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed43_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed43_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.350.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,44,20,0.25,current,0.05,causica_native,success,,23.1881,53,53,0.06527093596059114,0.4528301886792453,0.4528301886792453,0.4528301886792453,58,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed44_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed44_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.250.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,44,20,0.3,current,0.05,causica_native,success,,23.1881,43,53,0.05295566502463054,0.45833333333333337,0.5116279069767442,0.41509433962264153,52,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed44_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed44_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.300.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,44,20,0.35,current,0.05,causica_native,success,,23.1881,38,53,0.046798029556650245,0.46153846153846156,0.5526315789473685,0.39622641509433965,49,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed44_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed44_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.350.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,45,20,0.25,current,0.05,causica_native,success,,22.9922,40,53,0.04926108374384237,0.32258064516129037,0.375,0.2830188679245283,63,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed45_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed45_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.250.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,45,20,0.3,current,0.05,causica_native,success,,22.9922,35,53,0.04310344827586207,0.3409090909090909,0.42857142857142855,0.2830188679245283,58,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed45_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed45_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.300.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,45,20,0.35,current,0.05,causica_native,success,,22.9922,32,53,0.03940886699507389,0.35294117647058826,0.46875,0.2830188679245283,55,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed45_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed45_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.350.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,46,20,0.25,current,0.05,causica_native,success,,22.6079,53,53,0.06527093596059114,0.39622641509433965,0.39622641509433965,0.39622641509433965,64,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed46_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed46_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.250.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,46,20,0.3,current,0.05,causica_native,success,,22.6079,42,53,0.05172413793103448,0.42105263157894735,0.47619047619047616,0.37735849056603776,55,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed46_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed46_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.300.npy
ep20_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,46,20,0.35,current,0.05,causica_native,success,,22.6079,34,53,0.04187192118226601,0.4597701149425288,0.5882352941176471,0.37735849056603776,47,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed46_ep20_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed46_ep20_spcurrent_varsreduced_native_constrained\ablation_final_thr0.350.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,42,50,0.25,current,0.05,causica_native,success,,45.1022,60,53,0.07389162561576355,0.336283185840708,0.31666666666666665,0.3584905660377358,75,6,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed42_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed42_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.250.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,42,50,0.3,current,0.05,causica_native,success,,45.1022,52,53,0.06403940886699508,0.3047619047619048,0.3076923076923077,0.3018867924528302,73,6,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed42_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed42_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.300.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,42,50,0.35,current,0.05,causica_native,success,,45.1022,47,53,0.05788177339901478,0.32,0.3404255319148936,0.3018867924528302,68,5,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed42_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed42_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.350.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,43,50,0.25,current,0.05,causica_native,success,,43.0833,42,53,0.05172413793103448,0.4,0.4523809523809524,0.3584905660377358,57,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed43_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed43_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.250.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,43,50,0.3,current,0.05,causica_native,success,,43.0833,38,53,0.046798029556650245,0.4175824175824176,0.5,0.3584905660377358,53,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed43_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed43_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.300.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,43,50,0.35,current,0.05,causica_native,success,,43.0833,36,53,0.04433497536945813,0.4044943820224719,0.5,0.33962264150943394,53,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed43_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed43_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.350.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,44,50,0.25,current,0.05,causica_native,success,,41.4504,49,53,0.0603448275862069,0.1764705882352941,0.1836734693877551,0.16981132075471697,84,6,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed44_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed44_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.250.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,44,50,0.3,current,0.05,causica_native,success,,41.4504,34,53,0.04187192118226601,0.1839080459770115,0.23529411764705882,0.1509433962264151,71,4,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed44_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed44_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.300.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,44,50,0.35,current,0.05,causica_native,success,,41.4504,30,53,0.03694581280788178,0.1686746987951807,0.23333333333333334,0.1320754716981132,69,3,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed44_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed44_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.350.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,45,50,0.25,current,0.05,causica_native,success,,42.1003,51,53,0.06280788177339902,0.2692307692307692,0.27450980392156865,0.2641509433962264,76,3,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed45_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed45_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.250.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,45,50,0.3,current,0.05,causica_native,success,,42.1003,46,53,0.05665024630541872,0.2424242424242424,0.2608695652173913,0.22641509433962265,75,3,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed45_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed45_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.300.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,45,50,0.35,current,0.05,causica_native,success,,42.1003,43,53,0.05295566502463054,0.25,0.27906976744186046,0.22641509433962265,72,3,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed45_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed45_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.350.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,46,50,0.25,current,0.05,causica_native,success,,41.9502,60,53,0.07389162561576355,0.26548672566371684,0.25,0.2830188679245283,83,3,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed46_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed46_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.250.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,46,50,0.3,current,0.05,causica_native,success,,41.9502,53,53,0.06527093596059114,0.2641509433962264,0.2641509433962264,0.2641509433962264,78,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed46_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed46_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.300.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,unconstrained,unconstrained,46,50,0.35,current,0.05,causica_native,success,,41.9502,46,53,0.05665024630541872,0.2828282828282829,0.30434782608695654,0.2641509433962264,71,2,0,0,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_unconstrained_seed46_ep50_spcurrent_varsreduced_unconstrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_unconstrained_seed46_ep50_spcurrent_varsreduced_unconstrained\ablation_final_thr0.350.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,42,50,0.25,current,0.05,causica_native,success,,42.9133,75,53,0.09236453201970443,0.37500000000000006,0.32,0.4528301886792453,80,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed42_ep50_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed42_ep50_spcurrent_varsreduced_native_constrained\ablation_final_thr0.250.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,42,50,0.3,current,0.05,causica_native,success,,42.9133,67,53,0.08251231527093596,0.39999999999999997,0.3582089552238806,0.4528301886792453,72,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed42_ep50_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed42_ep50_spcurrent_varsreduced_native_constrained\ablation_final_thr0.300.npy
ep50_spcurrent_varsreduced,synthetic_n2000,reduced,constrained,native_constrained,42,50,0.35,current,0.05,causica_native,success,,42.9133,60,53,0.07389162561576355,0.40707964601769914,0.38333333333333336,0.4339622641509434,67,0,32,11,0,C:\Users\User\Desktop\go\outputs\graphs\deci_synthetic_n2000_constrained_seed42_ep50_spcurrent_varsreduced_native_constrained_raw_edge_probabilities.csv,C:\Users\User\Desktop\go\outputs\experiments\deci_work\deci_synthetic_n2000_constrained_seed42_ep50_spcurrent_varsreduced_native_constrained\ablation_final_thr0.350.npy
